ELEMENT|NAME OF EXCHANGE|EQUITY - KEY INDICATORS|COUNTRY|TIME|UNIT|VALUE in ACTUALS
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2014|Domestic Currency|7596982729
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2014|US dollar|494917441.6
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2014|Domestic Currency|28793748100
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2014|US dollar|69655619
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2014|Domestic Currency|2623330000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2014|US dollar|20110000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|05/2014|Index|4430.48
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|05/2014|Index|7083.157143
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|05/2014|Index|146.35
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|05/2014|Index|852.06
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|05/2014|Index|28793.7481
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|05/2014|Index|6263.46
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2014|Domestic Currency|2.37178E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2014|US dollar|30544537283
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2014|Domestic Currency|7.34674E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2014|US dollar|1.21761E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2014|Domestic Currency|7083927781
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2014|US dollar|459696806.1
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2014|Domestic Currency|8.39254E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2014|US dollar|8678042602
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2014|Domestic Currency|28793153180
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2014|US dollar|70936684
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2014|Domestic Currency|2606260000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2014|US dollar|19960000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|04/2014|Index|4566.86
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|04/2014|Index|6754.736111
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|04/2014|Index|136.93
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|04/2014|Index|818.43
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|04/2014|Index|28793.15318
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|04/2014|Index|6223.67
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2014|Domestic Currency|2.2638E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2014|US dollar|29146446247
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2014|Domestic Currency|7.27772E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2014|US dollar|1.21094E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2014|Domestic Currency|8056262410
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2014|US dollar|523133922.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2014|Domestic Currency|8.07583E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2014|US dollar|8173084809
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2014|Domestic Currency|26909595710
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2014|US dollar|65067532
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2014|Domestic Currency|2498000000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2014|US dollar|19110000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|03/2014|Index|4491.98
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|03/2014|Index|6507.980952
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|03/2014|Index|155.79
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|03/2014|Index|783.79
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|03/2014|Index|26909.59571
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|03/2014|Index|5968.31
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2014|Domestic Currency|2.3559E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2014|US dollar|30301027010
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2014|Domestic Currency|6.72593E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2014|US dollar|1.08357E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2014|Domestic Currency|6563680390
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2014|US dollar|425936430.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2014|Domestic Currency|8.39942E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2014|US dollar|8435691373
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2014|Domestic Currency|26112190000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2014|US dollar|60561085
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2014|Domestic Currency|2480830000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2014|US dollar|18940000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|02/2014|Index|4749.87
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|02/2014|Index|6098.744737
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|02/2014|Index|126.92
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|02/2014|Index|799.08
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|02/2014|Index|26112.19
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|02/2014|Index|5940.31
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2014|Domestic Currency|2.31874E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2014|US dollar|29823059421
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2014|Domestic Currency|6.59079E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2014|US dollar|1.05492E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2014|Domestic Currency|5926298874
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2014|US dollar|385325024.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2014|Domestic Currency|7.95044E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2014|US dollar|8014556149
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2014|Domestic Currency|26579377270
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2014|US dollar|61334866
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|01/2014|Domestic Currency|2608270000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|01/2014|US dollar|19960000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|01/2014|Index|4753.17
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|01/2014|Index|6223.163043
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|01/2014|Index|114.6
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|01/2014|Index|787.05
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|01/2014|Index|26579.37727
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|01/2014|Index|6248.08
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2013|Domestic Currency|2.08583E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2013|US dollar|26827359743
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2013|Domestic Currency|6.88417E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2013|US dollar|1.1122E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2013|Domestic Currency|6712970243
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2013|US dollar|435624285.8
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|12/2013|Domestic Currency|7.81978E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|12/2013|US dollar|7853552476
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|12/2013|Domestic Currency|25117537620
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|12/2013|US dollar|56497267
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|12/2013|Domestic Currency|2459900000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|12/2013|US dollar|18810000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|12/2013|Index|4266.55
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|12/2013|Index|6246.869048
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|12/2013|Index|129.81
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|12/2013|Index|732.95
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|12/2013|Index|25117.53762
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|12/2013|Index|5912.78
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|11/2013|Domestic Currency|2.0686E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|11/2013|US dollar|26605839357
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|11/2013|Domestic Currency|6.64484E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|11/2013|US dollar|1.06497E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|11/2013|Domestic Currency|7425074900
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|11/2013|US dollar|482147720.8
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|11/2013|Domestic Currency|6.53789E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|11/2013|US dollar|6597264985
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2013|Domestic Currency|23496431580
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2013|US dollar|52007307
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|11/2013|Domestic Currency|2402710000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|11/2013|US dollar|18310000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|11/2013|Index|4230.73
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|11/2013|Index|6128.635
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|11/2013|Index|143.58
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|11/2013|Index|600.28
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|11/2013|Index|23496.43158
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|11/2013|Index|5775.09
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2013|Domestic Currency|1.93688E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2013|US dollar|24911663151
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2013|Domestic Currency|6.69153E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2013|US dollar|1.08965E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2013|Domestic Currency|7446077869
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2013|US dollar|483825722.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2013|Domestic Currency|5.88049E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2013|US dollar|5925527811
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2013|Domestic Currency|22149489410
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2013|US dollar|49565190
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2013|Domestic Currency|2476300000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2013|US dollar|18900000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|10/2013|Index|3967.73
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|10/2013|Index|6083.87381
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|10/2013|Index|143.99
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|10/2013|Index|571.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|10/2013|Index|22149.48941
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|10/2013|Index|5954.62
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2013|Domestic Currency|1.97149E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2013|US dollar|25356789711
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2013|Domestic Currency|6.19163E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2013|US dollar|9.86289E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2013|Domestic Currency|7762305619
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2013|US dollar|505358438.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2013|Domestic Currency|5.44834E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2013|US dollar|5261550942
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2013|Domestic Currency|22867639000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2013|US dollar|52117389
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2013|Domestic Currency|2390160000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2013|US dollar|18110000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|09/2013|Index|3937.68
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|09/2013|Index|5797.475
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|09/2013|Index|150.1
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|09/2013|Index|551.68
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|09/2013|Index|22867.639
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|09/2013|Index|5803.32
