ELEMENT|NAME OF EXCHANGE|EQUITY - KEY INDICATORS|COUNTRY|TIME|UNIT|VALUE in ACTUALS
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2011|Domestic Currency|2270980000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2011|US dollar|20630000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|10/2011|Index|5036.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|10/2011|Index|5060.015789
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|10/2011|Index|162.28
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|10/2011|Index|330.99
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|10/2011|Index|11785.985
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|10/2011|Index|6319.25
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2011|Domestic Currency|2.25205E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|09/2011|US dollar|29935513758
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2011|Domestic Currency|5.82033E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|09/2011|US dollar|1.18989E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2011|Domestic Currency|1369014426
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|09/2011|US dollar|88954803.51
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2011|Domestic Currency|3.01426E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|09/2011|US dollar|4077727543
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2011|Domestic Currency|11434934500
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|09/2011|US dollar|34577400
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2011|Domestic Currency|2435500000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|09/2011|US dollar|22100000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|09/2011|Index|5910.2
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|09/2011|Index|5015.578571
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|09/2011|Index|165.18
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|09/2011|Index|321.18
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|09/2011|Index|11434.9345
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|09/2011|Index|6783.55
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2011|Domestic Currency|2.3754E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|08/2011|US dollar|32265634338
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2011|Domestic Currency|5.92168E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|08/2011|US dollar|1.28746E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2011|Domestic Currency|1399135697
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|08/2011|US dollar|91030299.06
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2011|Domestic Currency|3.03045E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|08/2011|US dollar|4243736031
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2011|Domestic Currency|11292948100
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|08/2011|US dollar|34622319
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|08/2011|Domestic Currency|2466610000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|08/2011|US dollar|22450000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|08/2011|Index|6212
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|08/2011|Index|5076.742857
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|08/2011|Index|171.17
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|08/2011|Index|351
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|08/2011|Index|11292.9481
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|08/2011|Index|6879.29
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2011|Domestic Currency|2.50446E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|07/2011|US dollar|33522473564
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2011|Domestic Currency|6.46224E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|07/2011|US dollar|1.4632E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2011|Domestic Currency|1404780782
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|07/2011|US dollar|91338152.31
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2011|Domestic Currency|3.19894E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|07/2011|US dollar|4472784116
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2011|Domestic Currency|12371668570
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|07/2011|US dollar|37897073
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|07/2011|Domestic Currency|2444700000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|07/2011|US dollar|22330000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|07/2011|Index|6459.62
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|07/2011|Index|5596.588095
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|07/2011|Index|171.86
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|07/2011|Index|362.85
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|07/2011|Index|12371.66857
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|07/2011|Index|6845.38
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2011|Domestic Currency|2.32702E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|06/2011|US dollar|31382548887
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2011|Domestic Currency|6.57474E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|06/2011|US dollar|1.47004E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2011|Domestic Currency|1333174101
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|06/2011|US dollar|86682321.27
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2011|Domestic Currency|3.00164E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|06/2011|US dollar|4174159088
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2011|Domestic Currency|12345533180
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|06/2011|US dollar|38064439
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|06/2011|Domestic Currency|2351750000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|06/2011|US dollar|21460000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|06/2011|Index|6117.23
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|06/2011|Index|5472.636364
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|06/2011|Index|164.39
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|06/2011|Index|297.62
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|06/2011|Index|12345.53318
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|06/2011|Index|6825.94
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2011|Domestic Currency|2.10053E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|05/2011|US dollar|28582551368
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2011|Domestic Currency|6.56974E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|05/2011|US dollar|1.45913E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2011|Domestic Currency|1273448675
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|05/2011|US dollar|83069059.01
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2011|Domestic Currency|2.99702E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|05/2011|US dollar|4209300843
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2011|Domestic Currency|12000134090
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|05/2011|US dollar|37382436
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2011|Domestic Currency|2515220000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|05/2011|US dollar|22920000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|05/2011|Index|5758.26
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|05/2011|Index|5492.197727
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|05/2011|Index|155.8
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|05/2011|Index|346.44
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|05/2011|Index|12000.13409
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|05/2011|Index|7418.07
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2011|Domestic Currency|2.17061E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|04/2011|US dollar|29775235940
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2011|Domestic Currency|6.75361E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|04/2011|US dollar|1.52177E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2011|Domestic Currency|1180098721
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|04/2011|US dollar|78516215.62
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2011|Domestic Currency|3.09033E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|04/2011|US dollar|4322744300
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2011|Domestic Currency|11847751900
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|04/2011|US dollar|37288936
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2011|Domestic Currency|2487160000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|04/2011|US dollar|22640000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|04/2011|Index|6050.85
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|04/2011|Index|5839.094444
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|04/2011|Index|144.38
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|04/2011|Index|373.2
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|04/2011|Index|11847.7519
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|04/2011|Index|7356.97
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2011|Domestic Currency|2.32747E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|03/2011|US dollar|31997140500
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2011|Domestic Currency|6.70262E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|03/2011|US dollar|1.50131E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2011|Domestic Currency|1264807814
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|03/2011|US dollar|98813110.46
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2011|Domestic Currency|3.23592E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|03/2011|US dollar|4471358021
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2011|Domestic Currency|11786800000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|03/2011|US dollar|37045662
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2011|Domestic Currency|2425050000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|03/2011|US dollar|21970000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|03/2011|Index|6352.1
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|03/2011|Index|5538.418182
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|03/2011|Index|154.74
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|03/2011|Index|384.17
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|03/2011|Index|11786.8
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|03/2011|Index|7226.12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2011|Domestic Currency|1.88279E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|02/2011|US dollar|26406521739
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2011|Domestic Currency|6.19597E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|02/2011|US dollar|1.37155E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2011|Domestic Currency|1393607728
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|02/2011|US dollar|108875603.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2011|Domestic Currency|3.44114E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|02/2011|US dollar|4718417798
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2011|Domestic Currency|11990807890
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|02/2011|US dollar|38028663
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2011|Domestic Currency|2599870000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|02/2011|US dollar|23470000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|02/2011|Index|5203.08
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|02/2011|Index|5400.9175
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|02/2011|Index|170.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|02/2011|Index|405.3
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|02/2011|Index|11990.80789
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|02/2011|Index|7797.96
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2011|Domestic Currency|2.81796E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|01/2011|US dollar|39605926915
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2011|Domestic Currency|6.44149E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|01/2011|US dollar|1.4017E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2011|Domestic Currency|1527391369
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|01/2011|US dollar|119327450.7
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2011|Domestic Currency|3.5885E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|01/2011|US dollar|5049957641
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2011|Domestic Currency|12382449050
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|01/2011|US dollar|39107044
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|01/2011|Domestic Currency|2387640000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|01/2011|US dollar|21490000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|01/2011|Index|7484.23
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|01/2011|Index|5782.71
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|01/2011|Index|186.87
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|01/2011|Index|402.75
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|01/2011|Index|12382.44905
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|01/2011|Index|7174.87
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2010|Domestic Currency|3.06519E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|12/2010|US dollar|43324254417
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2010|Domestic Currency|7.13931E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|12/2010|US dollar|1.59342E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2010|Domestic Currency|1614012278
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|12/2010|US dollar|126094709.2
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|12/2010|Domestic Currency|3.50288E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|12/2010|US dollar|4829557838
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|12/2010|Domestic Currency|11694464290
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|12/2010|US dollar|37165603
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|12/2010|Domestic Currency|2210450000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|12/2010|US dollar|19920000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|12/2010|Index|8290.41
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|12/2010|Index|5971.320455
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|12/2010|Index|197.46
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|12/2010|Index|394.17
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|12/2010|Index|11694.46429
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|12/2010|Index|6635.87
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|11/2010|Domestic Currency|3.02202E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|11/2010|US dollar|42944777604
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|11/2010|Domestic Currency|6.89491E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|11/2010|US dollar|1.49775E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|11/2010|Domestic Currency|1385361036
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|11/2010|US dollar|108231331
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|11/2010|Domestic Currency|3.52257E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|11/2010|US dollar|4956480934
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2010|Domestic Currency|10956745560
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|11/2010|US dollar|34999236
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|11/2010|Domestic Currency|2132000000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|11/2010|US dollar|19120000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|11/2010|Index|8602.44
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|India|11/2010|Index|6055.330952
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Maldives|11/2010|Index|169.49
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Nepal|11/2010|Index|424.93
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Pakistan|11/2010|Index|10956.74556
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Sri Lanka|11/2010|Index|6434.85
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2010|Domestic Currency|2.85593E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Bangladesh|10/2010|US dollar|40343734991
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2010|Domestic Currency|7.05509E+13
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|India|10/2010|US dollar|1.58417E+12
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2010|Domestic Currency|1412455481
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Maldives|10/2010|US dollar|110348084.5
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2010|Domestic Currency|3.59546E+11
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Nepal|10/2010|US dollar|4996477071
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2010|Domestic Currency|10399309520
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Pakistan|10/2010|US dollar|33290773
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2010|Domestic Currency|2209100000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Market Capitalization|Sri Lanka|10/2010|US dollar|19780000
Equity Market Monthly-(EQTY_MRKT_SC)|National Stock Exchange|Stock Market Index|Bangladesh|10/2010|Index|7957.12
